column	kind	n_pc	n	rmse_log	sd_log_robust	bias_log	sd_log	n_trios	R_midparent	spousal_r	R_lo	R_hi	dR_vs_0	dR_lo	dR_hi
DJ.cn	truth	6	1259	0.047285613360457106	0.013659316259896505	-0.0337646495828691	NA	NA	NA	NA	NA	NA	NA	NA	NA
DJ.cn	truth	7	1259	0.04729459876286102	0.01369760323662534	-0.03376079306225807	NA	NA	NA	NA	NA	NA	NA	NA	NA
DJ.cn	truth	8	1259	0.04718615843079486	0.013664974184366623	-0.03374996419768837	NA	NA	NA	NA	NA	NA	NA	NA	NA
DJ.cn	truth	9	1259	0.04717762849003439	0.013538887290644348	-0.03375858690130701	NA	NA	NA	NA	NA	NA	NA	NA	NA
DJ.cn	truth	10	1259	0.047164042438855205	0.013668091442331524	-0.033741565021673095	NA	NA	NA	NA	NA	NA	NA	NA	NA
DJ.cn	truth	11	1259	0.04717793003537772	0.013955844929336391	-0.033713614484848574	NA	NA	NA	NA	NA	NA	NA	NA	NA
DJ.cn	truth	12	1259	0.04713521545431969	0.013902826528635353	-0.03378142855703627	NA	NA	NA	NA	NA	NA	NA	NA	NA
DJ.cn	truth	13	1259	0.04718251462260605	0.013884842343727567	-0.03380256411966173	NA	NA	NA	NA	NA	NA	NA	NA	NA
DJ.cn	truth	14	1259	0.04724602832868908	0.0140766051906997	-0.03383810472138736	NA	NA	NA	NA	NA	NA	NA	NA	NA
DJ.cn	truth	15	1259	0.047148279202254666	0.01367064860350986	-0.0338401958714736	NA	NA	NA	NA	NA	NA	NA	NA	NA
DJ.cn	truth	16	1259	0.047153969950136536	0.013664411785586207	-0.0338369413039576	NA	NA	NA	NA	NA	NA	NA	NA	NA
DJ.cn	truth	17	1259	0.047024821971330406	0.014522128037473514	-0.03376041406243718	NA	NA	NA	NA	NA	NA	NA	NA	NA
DJ.cn	truth	18	1259	0.04704709753680957	0.014458524849095223	-0.03376573982934269	NA	NA	NA	NA	NA	NA	NA	NA	NA
DJ.cn	truth	19	1259	0.047049449554347415	0.0145387905740176	-0.033752401478754385	NA	NA	NA	NA	NA	NA	NA	NA	NA
DJ.cn	truth	20	1259	0.047082127630278234	0.014557956075507026	-0.03376702044031673	NA	NA	NA	NA	NA	NA	NA	NA	NA
DJ.cn	truth	21	1259	0.047101399292287016	0.01447852050815325	-0.03375965326260885	NA	NA	NA	NA	NA	NA	NA	NA	NA
DJ.cn	truth	22	1259	0.0471228072728487	0.014384062030449741	-0.03377004196920638	NA	NA	NA	NA	NA	NA	NA	NA	NA
DJ.cn	truth	23	1259	0.04717226410834085	0.014296936246720819	-0.03378318140974058	NA	NA	NA	NA	NA	NA	NA	NA	NA
DJ.cn	truth	24	1259	0.04716743183106633	0.01448664822463681	-0.03379042438508112	NA	NA	NA	NA	NA	NA	NA	NA	NA
DJ.cn	truth	25	1259	0.047169464923097655	0.014496318190551652	-0.033788471307876	NA	NA	NA	NA	NA	NA	NA	NA	NA
DJ.cn	truth	26	1259	0.047200620648019734	0.014585318568414793	-0.03379817142091007	NA	NA	NA	NA	NA	NA	NA	NA	NA
DJ.cn	truth	27	1259	0.04721829377529594	0.014785576276946632	-0.03379165642664273	NA	NA	NA	NA	NA	NA	NA	NA	NA
DJ.cn	truth	28	1259	0.04723835767103228	0.014800088205569072	-0.033795500740480315	NA	NA	NA	NA	NA	NA	NA	NA	NA
DJ.cn	truth	29	1259	0.04725534888772493	0.01496853640355893	-0.03380947873805862	NA	NA	NA	NA	NA	NA	NA	NA	NA
DJ.cn	truth	30	1259	0.047258510884319864	0.01495137292940667	-0.033786471798596306	NA	NA	NA	NA	NA	NA	NA	NA	NA
DJ.cn	truth	31	1259	0.04729260052218191	0.014883751839258842	-0.03379528702050562	NA	NA	NA	NA	NA	NA	NA	NA	NA
DJ.cn	truth	32	1259	0.04730473344008237	0.014862918529470356	-0.03379676054992588	NA	NA	NA	NA	NA	NA	NA	NA	NA
DJ.cn	truth	33	1259	0.047329740033502835	0.015057910419566682	-0.03377289683208468	NA	NA	NA	NA	NA	NA	NA	NA	NA
DJ.cn	truth	34	1259	0.047337672676969686	0.014910110393611701	-0.033769656278126926	NA	NA	NA	NA	NA	NA	NA	NA	NA
rDNA45S.cn	class	0	1259	NA	0.21465885445547997	NA	0.22222893712263006	252	1.0735349353264627	0.10013225520351247	0.9318926974450857	1.1933652278437592	NA	NA	NA
rDNA45S.cn	class	1	1259	NA	0.21560066307554263	NA	0.22272748394276815	252	1.0735268482113887	0.10132688429905418	0.9294340293630342	1.19331764806496	-8.087115074051354e-06	-0.004362650381458921	0.0045073867370755555
rDNA45S.cn	class	2	1259	NA	0.21687885651825328	NA	0.22281341342019917	252	1.0763818192706778	0.1000073789894612	0.9327794929625014	1.1982035360184926	0.0028468839442150617	-0.0029217778493093927	0.01003411940255265
rDNA45S.cn	class	3	1259	NA	0.21856470407388245	NA	0.2227502659478547	252	1.0603599907830816	0.10373872656603782	0.919492398887295	1.1870557146187386	-0.013174944543381084	-0.03175977688131411	0.0028405136225524595
rDNA45S.cn	class	4	1259	NA	0.21677331831036822	NA	0.22281555840980463	252	1.0781680630774613	0.10238335555712903	0.9315827187461289	1.2020215167187258	0.004633127750998556	-0.01630483693172454	0.02496593657451288
rDNA45S.cn	class	5	1259	NA	0.21589099260259578	NA	0.22291795624268795	252	1.076502905562231	0.09785418309347584	0.932475036742862	1.2001402880963967	0.0029679702357683357	-0.01564600541229577	0.022461987244446438
rDNA45S.cn	class	6	1259	NA	0.2178457483636445	NA	0.22264494563454465	252	1.073049199878035	0.09510690182182334	0.9290802098936305	1.199550776848367	-0.00048573544842778205	-0.0219056382953929	0.020812085229934656
rDNA45S.cn	class	7	1259	NA	0.21602156467224923	NA	0.22259124198275174	252	1.0569044496109268	0.09283878164882696	0.9138753175893832	1.1808024112685878	-0.016630485715535936	-0.04456772063031015	0.011156031253649364
rDNA45S.cn	class	8	1259	NA	0.2162759095810204	NA	0.22279655609987176	252	1.0538090477565774	0.09181367775734116	0.9140090816945386	1.1734182024299333	-0.01972588756988536	-0.04710848099764467	0.005633567116450061
rDNA45S.cn	class	9	1259	NA	0.21691230031142988	NA	0.2228438928729936	252	1.0544814424919675	0.09346187509108692	0.9143320851569786	1.1752736226725504	-0.0190534928344952	-0.04659355091594434	0.005461785784435126
rDNA45S.cn	class	10	1259	NA	0.2178714233134835	NA	0.22301615366494273	252	1.0499812338038217	0.09196672370779095	0.910600803457441	1.1702461421115455	-0.023553701522641024	-0.05055044940689685	0.0002606759454295263
rDNA45S.cn	class	11	1259	NA	0.21685040095732003	NA	0.22298009912088687	252	1.0434091051053447	0.09208272736736296	0.8957913806905159	1.1658944891014416	-0.030125830221118033	-0.05747537520952981	-0.00905936772259132
rDNA45S.cn	class	12	1259	NA	0.2151888262648634	NA	0.22299973758050962	252	1.0413569920040313	0.09185526998415525	0.896096427609281	1.1664600192614876	-0.0321779433224314	-0.061766080519480626	-0.00927034230794706
rDNA45S.cn	class	13	1259	NA	0.21705712795668364	NA	0.22311071522887282	252	1.0288303120635294	0.0909877963113534	0.8853469191832468	1.1571300413726482	-0.04470462326293334	-0.07792483507706958	-0.020802382103483858
rDNA45S.cn	class	14	1259	NA	0.21915142060271403	NA	0.22320452959370052	252	1.026835225905464	0.08847671609850144	0.8901564172609027	1.1516060803614732	-0.04669970942099866	-0.07726778277386995	-0.022794889111070693
rDNA45S.cn	class	15	1259	NA	0.21849466278067906	NA	0.2235850074167195	252	1.0296877166985192	0.08764145812395141	0.8933855188399813	1.153349476241619	-0.043847218627943496	-0.07493483208058081	-0.02025195639406683
rDNA45S.cn	class	16	1259	NA	0.21939769632738396	NA	0.2232822237092167	252	1.0217069451151026	0.08815671652965859	0.8851568280541398	1.149763264106762	-0.05182799021136009	-0.08869229759061642	-0.018860501216867522
rDNA45S.cn	class	17	1259	NA	0.2191377389758162	NA	0.22353521360338552	252	1.0223919845203562	0.0877258765119688	0.8870450364303644	1.1492892804851216	-0.051142950806106535	-0.08628865900405128	-0.01826766560762244
rDNA45S.cn	class	18	1259	NA	0.21920806684246835	NA	0.22365738148096384	252	1.0240888139702349	0.08412766704043871	0.8833084146976354	1.1508111950651332	-0.049446121356227835	-0.08261136814474389	-0.01248920009456156
rDNA45S.cn	class	19	1259	NA	0.21905926745904145	NA	0.22383371837130298	252	1.0272634119667678	0.08321853328233321	0.887253419280127	1.153108577585615	-0.046271523359694866	-0.08032194542670826	-0.009391200585604682
rDNA45S.cn	class	20	1259	NA	0.2171531515849024	NA	0.22395708110435145	252	1.0249651626099736	0.08422871085478008	0.886964949128599	1.1505056518388965	-0.0485697727164891	-0.08364539725185466	-0.01096016153742582
rDNA45S.cn	class	21	1259	NA	0.21614426357801012	NA	0.2240364927209558	252	1.0234595842595946	0.07990724814326891	0.8870882539672132	1.149234296803945	-0.05007535106686811	-0.08627783469493273	-0.013558007366774294
rDNA45S.cn	class	22	1259	NA	0.21719954528258867	NA	0.22424983219753591	252	1.0224021549743116	0.07983226510396388	0.8883905748988901	1.1463586865345714	-0.051132780352151075	-0.08916085387480334	-0.013506222091436289
rDNA45S.cn	class	23	1259	NA	0.21926975305341256	NA	0.22411935377536465	252	1.0123742908873972	0.07949905294113337	0.8727779780392317	1.1349265940835922	-0.06116064443906555	-0.1025574450953485	-0.02016777915924942
rDNA45S.cn	class	24	1259	NA	0.21776517962585923	NA	0.22421374630844212	252	1.0144381780782827	0.08085891311979328	0.8764948917417169	1.1354666065421126	-0.059096757248179976	-0.09931398809792072	-0.01871199702331536
rDNA45S.cn	class	25	1259	NA	0.2235059405715934	NA	0.22418458339538824	252	1.0185075869528666	0.08594862727152586	0.8684731823012292	1.143553874378366	-0.05502734837359613	-0.09713441865995719	-0.011301635365861136
rDNA45S.cn	class	26	1259	NA	0.21841161773640966	NA	0.22391743620366744	252	1.0038928061484107	0.08708705917501791	0.8613735859982529	1.1259678504202073	-0.06964212917805201	-0.10871081323041694	-0.022992622897011934
rDNA45S.cn	class	27	1259	NA	0.2165694261433821	NA	0.22406163859101064	252	1.0023709384527193	0.08664036601335412	0.860683687676848	1.1263636846008287	-0.07116399687374342	-0.11002331746518391	-0.023976694689381718
rDNA45S.cn	class	28	1259	NA	0.21974649375272762	NA	0.2240786196270164	252	1.004580886056755	0.0815999946777244	0.8661057696744777	1.130400034705975	-0.0689540492697076	-0.10913836302207724	-0.027376695991899434
rDNA45S.cn	class	29	1259	NA	0.21904626844366806	NA	0.2241939930015835	252	1.0033138350294415	0.08221535021963217	0.8639864835493205	1.1290384510374742	-0.07022110029702122	-0.11065039974220191	-0.028187690008979277
rDNA45S.cn	class	30	1259	NA	0.2213726640196794	NA	0.22433184573738224	252	1.0032759021970215	0.08186171013508707	0.8623493158876762	1.1274907570411896	-0.07025903312944126	-0.11095580929565013	-0.026377113929005214
rDNA45S.cn	class	31	1259	NA	0.2206646656628764	NA	0.2244055606261826	252	1.0031570114851518	0.08148476985159134	0.8625401300542221	1.1283254327879302	-0.07037792384131092	-0.11011528659819667	-0.02484479624621229
rDNA45S.cn	class	32	1259	NA	0.22085589839359435	NA	0.22476577175615528	252	1.0022937430289227	0.08339947003721862	0.8610909609308	1.1281081708341913	-0.07124119229754	-0.11328019269075168	-0.025036805749698014
rDNA45S.cn	class	33	1259	NA	0.2200562725945843	NA	0.22492232512598948	252	1.0000293853424558	0.08294330813786821	0.8570651262595176	1.1247143688819081	-0.07350554998400693	-0.11613495738985045	-0.02388961695947408
rDNA45S.cn	class	34	1259	NA	0.22090801077874922	NA	0.22519311714758936	252	0.995338381969584	0.08349862040744975	0.8529124887543962	1.1201862851441435	-0.0781965533568787	-0.11870792255990846	-0.03200550065749997
rDNA45S.cn_single	class	0	1259	NA	0.21321192365723657	NA	0.22191616074231424	252	1.0541372335766512	0.10023854798899623	0.9149159898026893	1.1695145569299308	NA	NA	NA
rDNA45S.cn_single	class	1	1259	NA	0.21344646469878192	NA	0.2224053205217344	252	1.0543743515072204	0.10186190185313528	0.9186503642073979	1.1723280323517389	0.00023711793056913066	-0.00519803217630812	0.005565407286197416
