column	label	group	n_trios	R	R_single	R_mendel	spousal_r	slope	slope_se	r_mid	r_father	r_mother	error_cv	perm_null_sd	perm_p	sd_ratio	mean_ratio	R_rescaled	R_lo	R_hi	R_rescaled_lo	R_rescaled_hi	sd_ratio_lo	sd_ratio_hi	mean_ratio_lo	mean_ratio_hi	spousal_lo	spousal_hi	r_mid_lo	r_mid_hi	error_cv_max	parent_sd	child_minus_midparent_sd	parent_mean
ACRO.mass_Mb	ACRO array	satellites	252	0.8937606688987957	0.8946750161387039	1.036919039628551	-0.029612638517168145	0.890518636868001	0.05787262732937357	0.6763024012866121	0.4525621124458697	0.4900530296226486	0.04869615826195921	0.08605059653086787	0.000999000999000999	0.9179805179817199	0.9987398505365964	0.9709703399655073	0.7867805472120908	1.003045865750038	0.8814479155367453	1.0598893396356428	0.8369749377418914	0.9974209051031315	0.9869074132830326	1.0106770826107485	-0.15484169204689674	0.08065101899219576	0.6107556079695562	0.7314822572527411	0.06898671235147989	0.44273324628623145	0.3012802051814962	2.9633987913932645
SST1.mass_Mb	SST1 array	satellites	252	0.9727917721136172	0.9713493386624369	0.8584106958848011	-0.015030429100648526	0.9723765802617236	0.08062006707929063	0.6485440559986242	0.47983482136224925	0.42944200507346747	0.02759483112688731	0.09526237731619211	0.000999000999000999	1.0519997869264621	1.0013433383400998	0.9254501410771863	0.8222120822507385	1.1179912677441441	0.8094337293775051	1.0280545611036245	0.9571968853253164	1.1415204061396662	0.9846565804355537	1.0175614221252334	-0.12622014364818826	0.10574162181895773	0.5713393397436951	0.7146053876093932	0.07053890832974179	0.10368051491916104	0.0830473354958878	0.6197542775990095
CER.mass_Mb	CER array	satellites	252	0.871676391923021	0.8727294449799412	0.802730309236645	0.031251596788868644	0.8755651787822143	0.07712535800850853	0.6040560271944745	0.43434039543493397	0.4334258622209659	0.022222225288593193	0.09158077811979566	0.000999000999000999	1.0417619426989961	0.9887829249046749	0.8354799967771092	0.7196641916111862	1.0291197074186014	0.721382649262745	0.9392212389822832	0.9402046118815363	1.1489160845723283	0.9826442822965666	0.9952569607366847	-0.09944313438848154	0.1653474160580685	0.5293767326266693	0.6715203638932282	0.03284532418860437	0.0516420779382147	0.04312251704661414	0.8324716332948907
SATR.mass_Mb	SATR array	satellites	252	0.805790162382747	0.8055489237574897	0.8090536480341054	0.06354052102185483	0.8173930999538642	0.07694903581540498	0.5817491736021708	0.41435249499566473	0.4339359573144141	0.023652277451523217	0.08692885792961223	0.000999000999000999	1.0091611758222934	1.0170599471132469	0.7978983692488162	0.643108676408468	0.9805568598839677	0.6601827564037253	0.9275529598476834	0.9166332090255022	1.1063319642199043	1.0112821709272908	1.0222429306656513	-0.06875281510186057	0.18548723731719163	0.49137117717251844	0.6615316796485075	0.032063088016775244	0.012958552259278808	0.010771561083381656	0.24144550927998792
TEL.mass_Mb	telomeric repeat	satellites	252	0.3558272488381234	0.35469760704388137	0.46635352260842433	0.017705390402780484	0.3670341562139802	0.08017273476243855	0.27508165051674843	0.16893673422687092	0.22289457115655534	0.30941759156052157	0.08582441895502735	0.001998001998001998	0.9483201572245695	1.1027641109557547	0.3761833573953415	0.19224469503069655	0.5288692478816053	0.2109267551874838	0.5405195962598497	0.8071278692771257	1.1010649591536963	1.0546397412404211	1.152545382312759	-0.1194583528738636	0.145825487586114	0.161603318347316	0.3828463896214588	0.34648443986751254	0.16795454510888944	0.17075670877822566	0.43566024829927286
truth.auto	held-out autosomal (2)	truth	252	-0.05519960509111592	-0.05498036877748027	-0.034630278115237	-0.0019856308324975517	-0.05729901060574384	0.0874105932564081	-0.040767818270239425	-0.025986671935887336	-0.03138357057439734	0.00420522220023436	0.0919057263482141	0.7372627372627373	0.9904922296631548	0.9998123137766094	-0.05574852821593935	-0.26299206833350436	0.16025613291380283	-0.2729907839199849	0.15915145046792503	0.8663070209364648	1.1258241160932352	0.9991999430514955	1.0004439845003894	-0.11139815367740677	0.11298108105770449	-0.16333635064657473	0.0891038340636409	0.004600679185041149	0.008179382361920362	0.010132634842163302	1.9980155880685853
DJ.cn	distal junction (10)	truth	252	0.7740282904047764	0.7734579161675489	0.8089283772371564	-0.044999173807669685	0.7633806135056531	0.15780071095661835	0.5436536439118996	0.36020088150035795	0.39073330388367217	0.017558336480771673	0.08730816771914833	0.000999000999000999	0.9710862553707926	1.004053536684297	0.7957348706266298	0.47111760548828313	1.061810347235004	0.5592504475133636	0.9734209555228466	0.7984337512057902	1.1028290174079272	1.0003596196904154	1.0079140537708744	-0.1393216001163522	0.04831703779618187	0.3710026132167147	0.6689218180566239	0.026861847981084496	0.35653206798908915	0.29638766699954633	9.652554589811972
chrM.copies	mitochondrial genomes per cell	culture	252	0.1128254967042981	0.1124598856215414	0.09163301968186044	0.08994387453566603	0.1860365253452589	0.08848186681282462	0.13311959045524632	0.15842007731532196	0.037946176474462315	0.17675856319680497	0.08524570786702543	0.016983016983016984	1.0323392256242032	0.978162855297056	0.10647351057082334	-0.09987413554264347	0.33128608521869224	-0.10010840251623339	0.32786997265851897	0.8381810471477059	1.280967771780682	0.9521833112180472	1.0059998211743086	-0.05490493395667474	0.21936354001859504	-0.004327313778024529	0.2735689795203159	0.19681012236255094	143.2617377369168	170.01534924784306	763.4037308846412
chrEBV.copies	EBV episomes per cell	culture	252	0.29668963188817876	0.36777520638480143	-0.39061471375822254	0.2868363319081264	0.45345779360383026	0.32579073266615893	0.2683801487262719	0.09277120166356087	0.36212796744008235	0.9174362409127488	0.10281851637417293	0.001998001998001998	1.3531130805284814	1.313310654702551	0.14441067338163044	-0.36926617831787717	1.2309355545377136	-0.36738105764236373	0.5227556509876445	0.8785432911440969	1.900638945678388	1.1342151845565345	1.527304038747254	0.12227592664197799	0.4403791646696231	-0.055222372365800784	0.5084169773772319	1.2801071472508312	64.72921848047082	89.0024332938121	59.169511203666815
depth	sequencing depth	culture	252	-0.05194136099418201	-0.052459801211960734	0.6506559175448864	-0.008330375115250007	-0.06077803998124546	0.037560455592482174	-0.07906323115373286	-0.06150710728730372	-0.050259028920005576	0.10781689342385575	0.04792523272145329	0.8981018981018981	0.5413760263392986	1.0150623921672663	-0.10300025863478918	-0.1971983624741572	0.07118488846152711	-0.2897935790769196	0.06387711012047252	0.4160196385160355	0.7032704852189905	1.0024421899107607	1.0266210722176456	-0.09874966074489666	0.08708486120628184	-0.17958193668959477	0.018421970258180636	0.11502019658963095	3.9657554263027466	3.6548348702902023	37.72548907244639
ctrl_dup_frac	duplicate-flagged fraction	culture	252	0.16085493572555004	0.1699966600433252	-1.3225501356377425	0.10468365037247841	0.24037522960396296	0.179333432927786	0.11214459375463477	0.08131369320977316	0.08701451489371426	0.14619000614854588	0.1398611265634014	0.04595404595404595	1.5924633495016725	0.9018843520753956	0.062063412397363724	-0.2828322559344139	0.5592172626987275	-0.24212416676033524	0.34093104243223493	1.2478768804659761	2.025675676375161	0.8716519670958992	0.9338236408175355	-0.02013275320947852	0.21843100947439759	-0.05352785443605593	0.2707091462289973	0.18075241055340605	0.015431983746884296	0.025926422236405778	0.09669913630891086
gc_rel_65	library GC bias	culture	252	-0.034508728269207006	-0.02188812967947444	-0.5282302338374709	0.14222652544545708	0.09430510916758933	0.1200031877301773	0.05690780561926886	0.021418137851196038	0.06922017320997716	0.03620074953115125	0.10275796378049622	0.17382617382617382	1.2512559553400995	1.0118132191866822	-0.056138785589728124	-0.30978974436320955	0.24404365882590007	-0.2835031734078193	0.17434450472043608	1.080440845953402	1.4253356943105755	1.0057931005303624	1.0179227161068911	0.03612131418965296	0.2626802442698401	-0.07453478395810537	0.19710943815327653	0.04073345757320478	0.04377706579343029	0.06234552340021077	1.2299746654866706
insert_median	insert size	culture	252	-0.5807905597393124	-0.5807335679070226	0.0061817189555117835	0.3099421579207513	-0.20676363470008022	0.05937779159771984	-0.22259590701030543	-0.21029700016564878	-0.14996001902856354	0.031081127860574147	0.05933038985940965	1.0	0.7524675780702487	1.03811843900678	-0.6698890974462642	-0.7734818977450945	-0.38239940929852045	-0.8918858136154147	-0.42898696976590206	0.6650749547910516	0.8369968409846956	1.0343527405710122	1.0421379737884349	0.1832771807309047	0.4304326768144047	-0.3287534028785183	-0.1037702596142291	0.03292099729187889	10.535903717025263	12.877177382393768	426.19876808549685
rDNA45S.cn.adj	45S, NGS-DOSE calibrated, adjusted	rDNA	252	1.0282056212201174	1.0283574751039966	1.0879522158421837	0.08916242916947877	1.0258966160278087	0.05925451245003396	0.7631176560908992	0.5788584601593798	0.5475119039248632	0.0	0.08582377925161372	0.000999000999000999	0.9928278542255518	1.0395632178322873	1.036277440022337	0.8907302263810811	1.1650315834451623	0.9464514570123609	1.116909444933669	0.8997588966697104	1.0827400961608618	1.0219495524582594	1.0583234033258366	-0.03842315039083212	0.2215080950252936	0.7035802318612633	0.8142560425147641	0.07393149405534417	104.46833273407455	67.05921343831595	467.0949828675017
rDNA45S.cn_single.adj	45S, NGS-DOSE single-sample, adjusted	rDNA	252	1.0165205101990844	1.0169195580698371	1.0917208633221684	0.09058454292478302	1.015148307672488	0.05984974599247987	0.7613409668289566	0.5794486090968731	0.5451471327871132	0.0	0.08511085356302965	0.000999000999000999	0.9853743947426106	1.0356582351250496	1.032952925707182	0.8809013429529604	1.1579241696392466	0.9443148330806691	1.1126838982600198	0.8936617182385344	1.0768468577535364	1.0185534178492988	1.0545628248279901	-0.03788793623125443	0.2230919834166761	0.7036858125245388	0.8119238352267708	0.07722016837138673	103.71504128879774	66.27051391289962	463.5156824928042
rDNA45S.18S.flat.adj	45S, 18S depth ratio (published), adjusted	rDNA	252	1.0124313357107944	1.0123890046736592	1.0617421915117287	0.1000679371180035	1.011300516351165	0.06000570746150997	0.7499502987749418	0.572421675526424	0.539947318539805	0.0	0.08605750114868263	0.000999000999000999	1.000700131840299	1.0460022681759389	1.0116529844960458	0.8753390849078628	1.1502135869270418	0.9176473078859783	1.0961930116675307	0.9063917592170021	1.0933343896463592	1.0280778629726122	1.0651327168694138	-0.02368645250915697	0.2306639151223266	0.6831827261926177	0.8030580189134235	0.07997895138520938	120.14361851773683	79.53632847133932	530.3836864315027
rDNA5S.cn.adj	5S, NGS-DOSE calibrated, adjusted	rDNA	252	0.8750347707077305	0.8755182342402068	0.8325886360661402	0.08178351068803758	0.8844822202801105	0.11005714961108354	0.625316663517876	0.4544742747639837	0.4652743833357083	0.0827078729405266	0.0885245809973522	0.000999000999000999	1.041190553240941	1.005010237203411	0.8371820700286285	0.6374402597702552	1.0899942908938645	0.6369317232769056	0.9796422950052113	0.9238586265613901	1.1608832106760965	0.9823103806311495	1.0286890230194843	-0.07810267368088014	0.22559575774582324	0.49942018270328287	0.7295661264588696	0.14087763271608972	42.81402472493169	34.97702392296657	182.99271422473132
DJ.cn.adj	distal junction, NGS-DOSE calibrated, adjusted	truth	252	0.8773110442059368	0.8777864227470289	0.846723731976834	-0.0794332424970516	0.8667245424689688	0.17357125979250862	0.5910794403585823	0.397889771663173	0.4043044507780604	0.011787382805589938	0.09334580844188739	0.000999000999000999	0.9957338855050091	1.0003876260617877	0.8807294656382609	0.5470124180409716	1.1770806188531608	0.6577220324291045	1.0579375474568096	0.8030350812493628	1.1516471726814905	0.9970534526797069	1.003651724127999	-0.17594812237466226	0.012852120492034418	0.4502295680930538	0.7041717418716251	0.02264945733305223	0.3251307963332587	0.26278861652912083	9.661475457220506
truth.auto.adj	held-out autosomal (no variance but error), adjusted	truth	252	-0.056200858522592476	-0.055284420507541426	-0.21179378154841855	-0.0748472120599546	-0.14165019258531344	0.09290071222324607	-0.09106714165737735	-0.07102120245900126	-0.052367753642238946	0.0035059818017269305	0.09812507095151479	0.9240759240759241	1.0575985291296257	0.9998905748769805	-0.04906376831025831	-0.2858769647990649	0.17501868340427434	-0.27257481819927787	0.1717500551019365	0.9525862101960255	1.1724505588745182	0.9993445482612345	1.0004688976857328	-0.1859323986795408	0.040108656136382814	-0.20601796200094413	0.03376920952250136	0.003868442158740794	0.0068166408677319094	0.008918588703781026	1.9981772706051433
chrM.copies.adj	mitochondrial genomes per cell (culture), adjusted	culture	252	0.0053437096877658186	0.011093847066147161	0.22067627529197442	0.09473306717506891	0.09141660178501808	0.06961929994467185	0.07409726485778965	0.0968689176914708	0.01583997157928001	0.16727392137626415	0.07648454578810242	0.12287712287712288	0.9123729416110518	0.9768643236942799	0.014955386195896855	-0.18587163537494195	0.2022021162478807	-0.1860196782890538	0.22464591748070742	0.7558274583844509	1.085536287826318	0.9533942094086774	0.9985122170293486	-0.046934995665666356	0.22408481985220735	-0.04095532229403483	0.19265789128504776	0.18264616678743748	127.23109827271321	143.90752465966668	758.5802906144692
chrEBV.copies.adj	EBV episomes per cell (culture), adjusted	culture	252	0.31733148643041525	0.27957156119423315	0.014384932582056864	0.09551376089541808	0.3768508092389404	0.25235073421606585	0.24015170545370068	0.033530852201879714	0.30504628547718193	0.7514632415058241	0.09458176467632019	0.000999000999000999	1.1621241647407885	1.1123223224198857	0.25973678792861266	-0.13437804048330748	0.9233929736535859	-0.1349235425932686	0.5868857670068074	0.7347215346407009	1.6087649394357917	0.9819408381062547	1.2790277676338244	-0.046622100693537304	0.2470964678630201	-0.023615271805181012	0.45942165320448725	0.9686830725926254	52.32321925155565	63.774579591723324	57.529639337912
